index,url,complaint
10,"https://www.sikayetvar.com/turkcell/turkcell-2-senedir-olmayan-internetime-odedigim-binlerce-lik-faturalar
","Turkcell, Turkcell Superonline yıllardır onlara bağlı olan müşterilerine güveninden dolayı hiçbir şekilde müşterilerine yardımcı olmuyor. Müşterilerini önemsemiyor. Yıllardır Superonline adına başka bir numara'dan kendi müşterilerine ulaşan ve Turkcell'miş gibi konuşan birileri var. Bununla ilgili yaptırımlar olmasını isteyen yüzlerce kişi varken bu konu da çözüme ulaşmadı. 2022 ağustos ayında taahhüdümü yenilemek istemediğimi ve artık interneti kullanmayacağımı söyledim 
İşlem onaylandı. Superbox'ımı çıkardım. Ve ben sonrasında 1.5 sene fazladan kullanmadığım internetimin faturasını ödedim. Otomatik ödemede olduğu için fark etmedim. Son Taahhüt dönemi geldiğinde kapatılmadığını öğrendim daha ciddi bir şekilde kapattırmak istediğimi söyledim. Ve buna rağmen 6-7 ay daha taahhütsüz fatura ödedim. Yani 2 katı daha fazla para ödedim. Kutumun bağlı olmadığını söyledim. Yardımcı olacaklarını söylediler. Yine bir şey değişmedi. Hem internetim yoktu hem de çok daha fazla fatura ödedim. Bu sürece dair Turkcell asla yardımcı olmadı. Ve hala ödemem gereken son 1 faturam var bu ay hala bu iş çözülemedi. 2 senedir kullanılmayan internet ve ödenen faturalar. 💸"
11,"https://www.sikayetvar.com/turkcell/turkcell-7-aydir-cozulmeyen-sebeke-sorunu-acil-mudahale-bekliyoruz
","Merhaba, 
13 Kasım 2023 den beri dile getirdiğimiz şebeke çekmeme durumu hala devam etmekte konu ile alakalı bir çok kez kayıt açtırmamıza rağmen 7 aydır hiçbir dönüş ve çözüm sağlanmadı. Turkcell Telekom Vodafone olsun hiçbiri çekmiyor. Acil çözüm bekliyoruz"
12,"https://www.sikayetvar.com/turkcell/turkcell-yanlis-renk-verilen-telefonumu-degistirmiyorlar
","Merhaba, ben 21 Mayıs 2024'te Turkcell'den babama kendi hattım üzerine telefon almak istedim ve gittik almaya. Babam Realme Note 50 adında bir telefon istedi. Biz lacivertini aldık. Tamam dedi. Getirdi ve bütün işlemleri yaptık. Ondan sonra bir kutuyu açtı. Çalışan telefon mavi çıktı. Biz mavi istemedik dedim. Çalışan telefonu çevirip bakınca 'Aa, mavi' dedi. Hemen değiştirilmesini istedim ama ödeme yapıldığı için ve kutu açıldığı için değişimin olmayacağını söyledi. Ama ben açmadım, kendisi açtı ve kendisinin dikkat etmesi lazımdı. Babam o mavi telefonu kullanmam diyor. Başka bayilere gittim, değişim olmadığını söylediler. Çağrı merkezini aradım, değişim yapılmasını istediler ama müdür kabul etmediği için değişim yapmıyorlar. Turkcell gibi kurumsal bir yerde böyle bir sorunla karşılaşmam beni çok üzdü. Bir an önce mağduriyetimin giderilmesini istiyorum."
13,"https://www.sikayetvar.com/turkcell/turkcell-yine-magdur-ediyor-1
","Yeter, Turkcell'den bıktım. 2200 TL cihazına para verdim. Ayda 300 TL internete ödüyorum. Tıp öğrencisiyim, yurdun interneti çalışmıyor diye Superbox GO aldım. Her gün 2-3 saatim bağlanabilmekle geçiyor. Sınavıma 2 gün kalmış, ben hâlâ 2 saatten fazladır bununla uğraşıyorum. Tabii siz nereden anlayacaksınız ki bizi? Paranızı alıyorsunuz, bir internet bile çekmiyor. Hiç soruyor musunuz, bunlar bu interneti nasıl ödüyor? Öğrenciler bari güzel çeksin."
14,"https://www.sikayetvar.com/turkcell/turkcell-degerli-musterimiz-yapilan-kontrollerde-kamu-paketi-abonelik-belgeleri
","Turkcell Armada'da kamu paketine geçtim. Bayiye kimliği vermemle süreç başladı ve 3 aydır eksik evrak diye arıyorlar. Gidiyor veriyorum tamamlandı diyorlar hoop 1 hafta sonra aynı şubeden başka birisi arıyor. Aklıma türlü türlü şey geliyor, evrakı başkasına mı kullandırıyorlar diye. Neyse ardından Turkcell müşteri hizmetlerini aradım evraklarınız tamam görünüyor ama evet bu bildirim size gelmiş görünüyor dedi temsilci, ama bir şey yapmanıza gerek yok dedi. Özetle hayattan bıktırdılar bugün de yine aradılar hattınız aramalara kapanacak diyor, dedim tarifemi değiştirdim 2-3 hafta önce saçmalamayın artık siz bilirsiniz diyor. Bu ne saçmalıktır anlamıyorum. Şimdi tekrar online işlemlere girdim yeni tarifem görünüyor. Biri bana bu saçmalığın sebebini açıklayabilir mi? Gerçekten bıktım... Kamu tarifesine de... Hattına da... Taahhüt sonunu beklemeden çıkacağım artık."
15,"https://www.sikayetvar.com/turkcell/turkcell-musteri-memnuniyeti-ve-guvenlik-dogrulamasi-sorunu
","İş yerimde Superbox'ım mevcut. Güvenlik doğrulamasında bütün baba adı, kimlik T.C. bilgisi gibi her bilgiyi vermemize rağmen ödediğimiz son faturanın bilgisi küsuratına kadar söylediğimiz için güvenlik doğrulamasını kabul etmeyen ve faturayı ödediğimiz halde internet olmayan iş yerimize yardımcı olmayan bir şirket. Alternatif bir şey sunulmasını istediğimde ise sunamadığını söyleyen bir müşteri temsilcisi. Neymiş, bayiliğe gidip öğrenebilirmişim faturayı küsuratına kadar. Tüm kimlik bilgisi yetmiyor, faturanın küsuratı güvenlik önlemi sayılıyor. Gerçekten müşteri memnuniyeti sıfır olan bir şirketsin ""Turkcell"". Yazıklar olsun."
16,"https://www.sikayetvar.com/turkcell/turkcell-de-es-sim-karta-ulasamiyoruz
","Mesele eş sim kart. Turkcell'den eş sim kart almak istiyorum. Birçok Turkcell mağazasına gittim fakat elimizde yok ve getirtemiyoruz dediler. Müşteri hizmetlerini aramamı söylediler. Aradım, bir müşteri temsilcisi olmuyor dediğim halde turkcell.com.tr üzerinden menüden alabileceğimi söyledi. Yine olmayınca tekrar aradım. Bu sefer temsilci kendisi bakıp buradan olmuyor, mağazadan alın dedi. Ben mağazalarda yok deyince de kimde olduğunu göremiyoruz dedi. Ben kaç mağaza gezmeliyim bunun için, elli mi, yüz mü? Bir çözüm bulun. Şikayetvar'da da birçok şikayet var, artık yardımcı olun dedim. Web sayfanızda bir çözüm yok, mağazanızda yok dedim. İletişim çağındayız, ulaşım ve kargo çok kolay ama Turkcell gibi bir firmadan bu sim kartı online sipariş verip adresimize yollatamıyoruz. İçler acısı bir durum."
17,"https://www.sikayetvar.com/turkcell/turkcell-iptal-olan-hat-4
",Turkcell hattım kapandı bu hattımı geri almak için müracaat ettim geriye alamadım. Ben bu hattımı SRC belgesi üzerine aldım. SRC belgesi üzerine aldığım için kurumsal gözüküyor müracaat ettiğim bayiler T. C. Numaramın gelir idaresinde aktif gözükmediğini söylediler. Fakat ben belediyede aktif olarak otobüs şoförlüğü yapıyorum. Bu hattımın geri verilmesi için gerekenin yapılmasını saygılarımla Azr ederim.
18,"https://www.sikayetvar.com/turkcell/turkcell-paycell-islemleri-para-cekmesi
","Allinmobi adı altında Turkcell hattımdan Paycell aracılığı ile 17 Mayıs'ta 179 TL, 29 TL ve 179 TL faturama yansıtıldı. İptal olmuyor. Hiçbir şey indirmedim, böyle oldu. Lütfen iletişime geçer misiniz? +90 ********38 50. Hiçbir uygulama indirmedim, ona rağmen bu saçmalık başıma geldi. Toplamda 390 TL faturama yansıdı. İptalini ve iadesini talep ediyorum."
19,"https://www.sikayetvar.com/turkcell/turkcell-faturali-hat-gecisinde-beklenmedik-ek-ucret-soku
",Bugün faturalı hatta geçmek için paket seçtim ve kontratlı vergiler dahil 240 TL olduğunu ek ücret aşım kapattırdım. Fakat anasayfaya döndüğümde gelecek faturanın anında 383 TL olarak yansıyacağını gördüm. Müşteri hizmetlerine bunu asla kabul etmediğimi. Yasal olarak asla bir geçerliliği olmadığını belirttim. Fakat bana bir ay geçmeden fatura kapanmayacağını söyledi. Asla kabul etmiyorum. İster faturayı kapatırsınız isterseniz de devam edersiniz asla ödeme yapmayacağım. Bütün konuşmaları kaydettim. Tüketici Hakları'na atacağım. İnsanları dolandıranın da bir adabı olur. Asla asla asla o faturayı ödemeyeceğim ister çıkarın ister çıkarmayın
20,"https://www.sikayetvar.com/hepsijet/hepsijet-watsons-online-siparisinde-teslimat-sorunu-ve-musteri-magduriyeti
",Watsons online'dan aldığım siparişimi 2 gün geçmesine rağmen teslim etmediler. Ben mesaj attığımda da kargoda hasar olduğunu söylediler. Resmen sizin yüzünüzden üründen oldum. Kargoları fırlatarak taşıyorsunuz galiba. Ne mağduriyetim giderildi ne de başka bir çözüm önerildi.
21,"https://www.sikayetvar.com/hepsiburada/hepsiburada-dayanaksiz-hatali-urunler
","Merhabalar yeni aldığım eve taşınma sürecindeyim. Yaptığım tadilatlardan bir tanesi mutfak batarya değişimi. 3 yollu batarya aldım montaj yaptım kaynaklı bölgeden su kaçırmaya başladı, musluk kapalı iken de su kaçırıyor. Değişim talebinde bulundum bilmiyorum kaç gün bekleyeceğim?"
22,"https://www.sikayetvar.com/turk-telekom/turk-telekom-surekli-internetimi-kesiyor-evde-internet-hizmetim-yok
","Türk Telekom ev internetimin sinyalini sürekli kesiyor, internetimi kullanamıyorum. Bir haftada ikinci kez oluyor. Sürekli gün boyu internetsiz kalmaktan ve parasını ödediğim hizmeti alamamaktan sıkıldım. 19 Mayıs günü öğleden sonra kesilip gün boyu gelmemişti. Bina ve ev hattında sorun olmamasına rağmen, karşı komşum ve alt komşumda herhangi bir sorun olmamasına rağmen bizde kesilen internet için bizde sorun olduğunu söyleyip sonraki gün aradıklarında, onlardan kaynaklanan dolap ile ilgili bir sorun olduğunu ve sorunun çözüldüğünü söyleyip kapadılar. İş adresimde de aynı sorunlarla karşılaştığım ve ücreti çok arttırdıkları için internet sağlayıcısını değiştirmiştim. O günden sonra ev adresimde sorunlarla karşılaşmaya başladım. Artık isteyerek bunların yapıldığına kanaat getirdim ve artık sıkıldım bu durumdan. Lütfen sorunu çözün."
23,"https://www.sikayetvar.com/michelin/michelin-lastik-satin-alinca-opet-yakit-kampanyasi-olacakti-ama-olmadi
","İzmir Karaca lastikten Michelin'den dört adet 17 inç sıfır lastik aldım ve kampanya sitesinden fatura görselini de yükleyerek form doldurdum. İki üç gün içinde telefonunuza kod gelecek, bununla Opet'ten 1350 TL'lik akaryakıt alınacağını belirttiler. Ancak ne mail geldi ne SMS. En kısa zamanda çözüm bulunmasını istiyorum."
24,"https://www.sikayetvar.com/turk-telekom/turk-telekom-kullanmadigim-internetin-parasini-istiyor-13
","Türk Telekom, yeni geçtiğimiz adreste altyapı olmadığı için aboneliğimizi dondurmuştuk. Sonrasında altyapı gelmeyince kapatmaya karar verdik. Bize denildi ki ücret çıkacak, bu ay ödedik, bir sonraki ay fatura gelecek dendi. Böyle bir şey olabilir mi? Kaç aydır kullanmadığım internete ben niye para ödeyeyim? Hemen düzeltilmesini istiyorum. Bu problemin."
25,"https://www.sikayetvar.com/sur-celik-kapi/sur-celik-kapi-yanlis-montaj-nedeniyle-3-yillik-kapiyi-degistirmek-zorunda-kaldim
","Sur Çelik Kapı'nın yanlış montaj yapılmış olmasından dolayı yaşanan kronik sorunun normalmiş gibi bizlere anlatılması, ayrıca firma çalışanlarının 2021 Aralık ayında sıfır takılan kapının sorunlu olduğunu neden 2024 yılında söylediğimi sorguluyorlar. Eve ustalar tadilat için gelmeseydi böyle bir sorundan haberim bile olmayacaktı. Kapının normal çalışmasının bu şekilde olduğunu sanıyordum. 3 yıllık kapıyı mecburen değiştireceğim. Kapınız montaj yapılırken dışarıdan bir usta çağırıp su terazisi ile montaj sonrasında kontrol ettirmeniz gerekiyor. Ayrıca inşaat, tadilat işlerinde uzman olmanız firma tarafından bekleniyor, yoksa kendileri hata kabul etmiyorlar."
26,"https://www.sikayetvar.com/trendyol/trendyol-emaar-avmde-surekli-yasanan-kargasa-ve-kurye-sorunu
","Kuryenin restoran müdürüne hakaret edip laflar söylediği ortaya çıkmıştır. Bu, Emaar AVM'ye her geldiğimde gerek Pidem olsun gerek diğer restoranlar olsun, Usta Dönerci'de çok rahatsız eden bir durum. Sürekli bir kargaşa, dayanamadım artık. Lütfen bir çözüm bulun. Video ekteki gibidir."
27,"https://www.sikayetvar.com/kuryenet/kuryenet-adrese-gelmeden-geldik-diyorlar-2
",Kurye hiç adresime gelmeden kişi adreste bulunamadı diye mesaj gönderdiler oysa ben ailecek akşama kadar evdeydik. Herkes her işi yapmamalı. Kuryenet kadar saçma sapan iş yapan başka kargo şirketi tanımıyorum desem yalan olacak bir tane daha var böyle işgüzar firma
28,"https://www.sikayetvar.com/greyder/greyder-yazlik-ayakkabi-kenari-acilma-yapti
","Greyder mağazasından ürünü geçen yazın sonunda almama rağmen, toplamda giyilme sayısı çok az olmasına rağmen, ayakkabının rengi resmen soldu ve kenarlarından açıldı. Sanki yıllardır kullanılmış gibi görünüyor. İade ya da değişimini istemekteyim. Bu konuda yardımlarınızı rica ederim."
29,"https://www.sikayetvar.com/falez-mutfak-esyalari/falez-marka-duduklu-tencere-hava-problemi
",Çeyizim için almış olduğum Falez marka düdüklü tencereyi hiç kullanamadık. Ürünü alıp kutusu ile birlikte beklettik düğün sonrası kullanmak için ve ürünü yeni kullanmaya başladık. Daha ilk kullanımımızda dışarı su taşıyordu eşim yaptığı araştırmalara göre silikon conta uzun süre kullanılmayınca böyle sıkıntılar olabiliyormuş. Bu yüzden Falez markası üreticisi Hürsultan paslanmaz mutfak aletlerinden eşim yeni silikon conta aldı. Ancak yeni gelen conta ile de su taşmıyor bu sefer. Ancak dışarı hava kaçırıyor ilgili firmaya hiçbir şekilde ulaşamıyoruz konu ile alakalı daha hiç kullanamadan düdüklü tenceremiz çöp oldu patlayacak bir şey olacak diye korkuyorum.
30,"https://www.sikayetvar.com/turkcell/turkcell-sifir-gsm-hatlarinda-fahis-fiyatlar
","Turkcell'den yeni hat almak istiyorum. Aldığım numaranın da daha önce hiç kullanılmamış olmasını istiyorum. Neredeyse her operatör bu konuda bir kolaylık sağlıyor. İnternetten yaptığım araştırmalar sonucunda bazı 2. El alışveriş sitelerinde ve e-ticaret sitelerinde sıfır hatlar kurumsal bayiler üzerinden neredeyse bedavaya alınıp fahiş fiyatlara satıyor. Türkiye'nin en büyük operatörü Turkcell'in bundan haberi var mı? Yoksa buna bilerek izin mi veriyor? Konunun araştırılmasını ve olası mağduriyetlerin giderilmesini, haksız kazançların önlenmesi gerektiğini düşünüyorum. Ayrıca 0532*******26 numaralı hattın Turkcell numara havuzuna düşürülüp aktive edilmesini talep ediyorum."
31,"https://www.sikayetvar.com/turkcell/turkcell-gamingde-ucretsiz-oyun-yaniltmacasi
","Turkcell Gaming oyunundan şikayetçiyim. Ücretsiz olarak girip oynadığım oyunu kazandıktan sonra, tekrar oyuna devam ediyor ve SMS şifresi otomatik doldurup devam ediyor. Siz ücretsiz olduğunu düşünüyorsunuz çünkü oyun oynarken GB kazanamazsınız, ücretsiz diye belirttiği için sorun görmüyorsunuz. Faturama yansıtılan 125 TL tutarın iptal edilmesini talep ediyorum. Turkcell Gaming, 30. yılında bu eksik oyun uygulaması sana hiç yakışmadı."
32,"https://www.sikayetvar.com/turkcell/turkcell-izinsiz-hat-kullanimi
","Kızımın T.C. kimlik numarasını bilgimiz olmadan birileri Genç Turkcell yapmış. Nasıl olur da buna izin verirsiniz? Haberimiz olmadan birileri kızımın bilgilerine ulaşıyor. Yasal olmayan yollardan şikayet edeceğim, gereğinin yapılmasını istiyorum. Müşteri hizmetlerini arıyorum, adam akıllı ilgilenen yok. Bayiye gidiyoruz, 'yardımcı olamıyoruz' diyorlar. Ne yapalım biz şimdi? Haberimiz olmadan GNC yapın ama sorumluluk kabul etmeyin."
33,"https://www.sikayetvar.com/turkcell/turkcell-yaniltici-reklam-musteriyi-musteriyi-yaniltiyor
","Turkcell uygulamasının ana sayfasında 200 TL üzeri tarife seçimine 150 TL indirim ve 2 ay YouTube Premium üyelik hediye yazıyor. 1 senelik yeni paket seçtim, fiyatı 400 TL ama YouTube şifresi gelmedi ve 150 TL indirim olmadı. Bana geri dönüş yaptığınızda YouTube Premium kodunun 1 seferlik olduğunu söylüyorsunuz. Hiçbir yerde 1 seferlik diye bir yazı göremedim. Kaç sene önce kullanmışım hatırlamıyorum bile. 150 TL indirim kampanyası içinde mevcut tarifem üzerinden 220 TL farklı olması gerektiğini söylüyorsunuz ama o kadar küçük yazmışsınız ki ekranı kaplayacak şekilde büyütünce okunuyor. Müşteriyi yanıltıcı reklam yaptığınızdan dolayı şikayetçiyim. Gereğinin yapılmasını istiyorum. Aksi takdirde yanıltıcı reklamdan dolayı Tüketici Hakem Heyeti'ne başvurmak zorunda kalacağım."
34,"https://www.sikayetvar.com/turkcell/turkcell-yanlis-uygulama-ucreti-alimi-ve-iade-talebi
","Turkcell Fireplay Games isimli uygulama tarafından anlamadığım bir şekilde 179 TL alındı benden. İptalini ve ücretimin iadesini talep ediyorum. Turkcell'in oraya buraya sıkıştırdığı uygulama onaylarından bıktık, usandık artık. Başka bir uygulamayı onayladım sanırken bir de bakıyorsunuz, Turkcell sizden para almış."
35,"https://www.sikayetvar.com/turkcell/turkcell-askercell-calismiyor-parasi-odendi-hizmet-yok
","Turkcell Askercell hatları açılmadı. Yazık, bu çocuklar evlatlarımız ile görüşemiyoruz. Para alındı, hat açılmadı. Akşam deprem olmuş, nasıl haber alacağız? Sizin evlatlarınız yok mu? İnşallah aynı şeylerin daha kötüsünü yaşamazsınız. Unutmayın, her şeyi ticarete döktünüz. Ayıptır."
36,"https://www.sikayetvar.com/turkcell/turkcell-erisim-kolayligi-problemi
","Annem köyde tek başına yaşamakta ve akıllı telefonu sınırlı seviyede kullanmaktadır. Kendisinin telefonunu aradığımızda hat kesilmekte ve meşgule düşüp sonra ulaşılamamaktadır. Bununla ilgili çağrı merkezine kayıt açmak istediğimizde illaki kendisi ile görüşülmek istenmekte ve kayıt açılamamaktadır. Durum hakkında bilgi vermemize ve oğlu olduğumu belirtmeme rağmen hat problemi ele alınamamıştır. KVK kapsamında herhangi bir problem yok, konferans sistemini çağrı merkezi kabul etmiyor. Çözümlerinizi bekliyoruz."
37,"https://www.sikayetvar.com/turkcell/turkcell-tl-metre-servisi-hatali-bilgilendirme-mi-yapiyor
","Turkcell tl Metre servisi ile ilgili bir problemim var. Bu problemimi yazılı bir şekilde uygulama üzerinden iletmemi istediler ve ekran görüntüleri alarak ve detaylı bilgilendirme yaparak bu talebimi ilettim. Bir süre sonra bana yapılan dönüşte ise, talebimle ilgili dümdüz ve anlamsız bir cevap verildi. Sanki ""Arada olur öyle"" diyen esprili bir arkadaşımdan cevap almışım gibiydi."
38,"https://www.sikayetvar.com/turkcell/turkcell-tuketici-sayfasi-hata-veriyor
","Merhaba, Turkcell tüketici şikayetleri sayfasında sürekli hata alıyorum. Çeşitli hatalar alıyorum ve aldığım hatalardan birinde 'Bu sayfaya ulaşılamıyor' diyor. İkinci girişimde ise 'Çok sayıda giriş yaptığınız için hesabınız bloke edilmiştir' yazıyor. İki ayrı ekran görüntüsünde farklı sorunlar çıkıp duruyor. Yaklaşık 10 gündür ve 15 gündür bu sorunu yaşıyorum. Bu konuda birçok bayinizden destek almaya çalıştım, ne yazık ki sorunum düzelmedi ve yardımcı olunmadı. Daha önce bu sorunu yaşamıyordum. Diğer hatlarımda da aynı sorun olmuştu ve düzelmişti. Ancak bu sefer 0089 numaralı hattımla Turkcell tüketici şikayetleri sayfasına giriş yapmak istiyordum. Ne giriş yapabiliyorum ne de sayfa ilerliyordu. Ayrıca Turkcell.com.tr sayfasının çalışmadığını belirten çeşitli sorunlar da yaşadım. Bu sorunları hem cihazımda hem de bilgisayarımda yaşadım, ne yazık ki sorun düzelmedi. Acil olarak desteğinizi rica ederim. Aksi takdirde Tüketici Hakem Heyeti'ne başvuracağım. Sorunumu çözmenizi rica ederim. İrtibat GSM 530 *******49. Bana ulaşarak bilgi verilmesini istemekteyim. Aranarak desteğinizi bekler, iyi çalışmalar dilerim."
39,"https://www.sikayetvar.com/turkcell/turkcell-7gb-internetim-yok-oldu
","Turkcell internetim kullanmadığım halde bir anda tükenmiş. Gece uyurken kendi kendine azalmaya başlamış ve sabah kalktığımda 'paketinizdeki internet tükenmiştir' şeklinde mesaj aldım. Çok saçma geldi çünkü bayağı bir internetim olduğundan emindim. Kontrol ettiğimdeyse gece 03:20-05:20 arası toplamda 7 GB civarı internetimin tamamını yediğini gördüm. İnternetim bitmese kim bilir daha ne kadar yiyecekti. Yedekleme veya güncelleme yapmaz, hepsini kapalı tutuyorum ve kalktığımda kontrol ettiğim üzere arka planda da herhangi bir şey açık bırakmamışım. Bu internetin nereye gittiğini dahi bulamıyorum. Çok saçma bir durumdayım."
40,"https://www.sikayetvar.com/turkcell/turkcell-kontor-yuklemesinde-sorun-yasiyorum
",Başka bir hat için (531******44) 240TL'ye Bolca fırsat 4 Hafta 6 GB İnternet 1000 dakika. Yüklettim sabah beri gelmedi. Bir de aynı hatta (053******44) 50 TL'ye tl yüklettim. O da gelmedi. Kendi paramız ile rezil oluyoruz. Bu ne saçmalık ya. Böyle bir şey olamaz. Paramız boşa harcanıyor. Yanlış bir şey de yapmadım. Dijital operatör ile yükleme yaptım. Olmadı. Ya paramı iade edin ya da paketimi verin
41,"https://www.sikayetvar.com/turkcell/turkcell-sag-ol-canim-murekkep-aktigini
",Telefon 15gun öncesi aldım evede masanın üzerine duru ken sol köşesi mürekkep attığını gördüm ve Türk cell bayisinde aldım ve yarın Turkcell bayisine gidip göstereceğim. Bu konuda yardımcı olmanı istiyorum. Bu konu hakkında telefon iadesi istiyorum lütfen
42,"https://www.sikayetvar.com/turkcell/turkcell-20-w-usb-c-guc-adaptoru-verilmedi
",Turkcell Pasaj'dan iPhone 15 aldım ve alım sayfasında 20W USB-C Güç Adaptörü hediye edecekleri yazıyordu. Telefonu aldım ve adaptör gelmedi. Telefonu iade etmedim ama adaptörü de gönderseler güzel olurdu. Eğer verilmeyecekse neden yazıyordu ki? Şu an o kampanya bitmiş. Alım sayfasına tekrar girdiğimde bulamadım ama ben aldığım zaman yazıyordu. Umarım yardımcı olunur ve adaptör de verilir. Turkcell Pasaj'dan almamın hiçbir anlamı kalmadı.
